path	transcript	t1	t2
S100-01	да ?	279.183	279.636
S100-01	нам(?) ?	333.659	334.10699999999997
S100-01	на какую ?	377.703	378.351
S100-01	*Н ?	389.762	390.284
S100-01	н(:)а хера ?	391.778	392.599
S100-01	всё уже давно скачано / на данонах(?) //	403.267	405.22
S100-01	это ты ещё одного ?	408.701	409.674
S100-01	за которым / вероятно / нужно сходить в магазин ?	412.688	414.951
S100-01	а во сколько ?	476.555	477.124
S100-01	положили () банки (...) с консервацией / которые бабушка делала / там огурцы / что-то(?) это / помидоры вроде //	492.56	497.784
S100-01	поэтому () но / и ... # значит / водка пати ?	498.889	500.903
S100-01	это просто(:) ... # в холодильнике именно ?	508.013	509.602
S100-01	а куда втыкается твой микрофон ?	643.247	645.044
S100-01	посмотри и угадай(?) //	650.9110000000001	651.972
S100-01	в жопу ?	653.229	653.876
S100-01	так ты его () не подключил сейчас(:) ? # не(:) / он просто у меня (м-м) // # на хера он тебе ... а(:) ! @ *Н //	657.574	661.529
S100-01	это что / горячей воды напор ?	706.0840000000001	707.595
S100-01	а может / у нас () отопление *П начинают давать / нет ?	711.695	714.591
S100-01	так чего / сколько будем брать ?	733.919	735.212
S100-01	на два фильма / или на один ?	740.105	741.549
S100-01	потом(?) уже ...	749.131	749.696
S100-01	ну / давай тогда четыре ?	765.926	767.429
S100-01	(м-м) / а ? да //	768.338	769.202
S100-01	а ?	785.017	785.261
S100-01	что тут ещё есть ?	799.454	800.531
S100-01	с чего такие статусы ? всё по Фрейду прям //	862.878	865.264
S100-01	сделал своё чёрное дело / и что / ты будешь думать о сексе ?	905.874	908.867
S100-01	бекон ?	928.22	928.922
S100-01	а(:) / где он лежит ? # только / смотри ...	930.357	931.926
S100-01	то есть / там () там уже найти ... то есть я так понимаю это где-то (э) в районе сыра / да?	945.078	948.572
S100-01	она(?) / обычно / вот / (э-э) ...	962.864	964.376
S100-01	и(:) (...) (у) вот там только если будет () новгородский / как-то / Бекон_от_бизона$ называется или как-то так // # Бекон_от_бизона$ ?	980.441	987.581
S100-01	потому что он () наиболее () адекватный по составу / нет / ну серьёзно // # *Н (...тся) от быка беконом бизона / да ?	990.49	995.822
S100-01	одну / да ?	1003.476	1004.098
S100-01	думаешь / она до сих пор ?	1014.537	1015.723
S100-01	в нарезке ?	1033.312	1033.932
S100-01	ну ладно(?) //	1035.208	1035.705
S100-01	ты опять в *Н (техашку) ?	1055.478	1056.544
S100-01	*Н / продадим(?) //	1067.1779999999999	1068.411
S100-01	она только из Черногории вернулась / и сразу на смену ?	1082.836	1085.499
S100-01	ну смена / это работа же ?	1093.752	1094.992
S100-01	нормально(?) работает *П видишь(?) / до дна(?)  ...	1097.218	1099.941
S100-01	между прочим / пиздатая работа / перерыв(?) //	1099.941	1102.021
S100-01	за еду не платишь / за *Н ... # ну я про это и говорю / *Н // # потому что берёшь / на халяву () как бы (...) сколько там ?	1102.588	1108.588
S100-01	ну а позавчера с утра было солнце ?	1131.311	1132.754
S100-01	ухвары(?) почти каждый день //	1199.271	1200.579
S100-01	разные записи(?) //	1205.505	1206.407
S100-01	ну / или по крайней мере ... ну а () смысл ? всё равно я там / по-первых буду молчать ...	1254.567	1257.919
S100-01	податься в *Н будущего(?) ?	1332.267	1334.264
S100-01	где пирог ?	1361.231	1362.121
S100-01	демонский(?) // # ну да //	1398.198	1399.109
S100-01	что / что я хотел ещё взять ?	1413.731	1415.512
S100-01	зай / ты смотрела () эту х(:)ренотень ?	1428.815	1431.238
S100-01	ну я ей просто сказал / что ты сейчас *Н отсюда съебёшь / и я ей *Н / *Н надо убрать(?) //	1435.368	1440.526
S100-01	борются(?) со своими () придаточными //	1452.032	1453.683
S100-01	она ?	1467.362	1467.704
S100-01	с тобой(?) //	1492.258	1492.864
S100-01	а она ничего не говорила по поводу того / что мы не позвонили / всё такое ?	1493.696	1496.943
S100-01	no round(?) / no way d...	1588.288	1589.359
S114-06	а(:) / Звёзды$ / да ?	03.599	04.851
S114-06	что ?	16.273	16.775
S114-06	 не взяли ? # (э-э) нет / (э-э) я (э-э) у меня же эта книжечка ...	17.270	22.130
S114-06	Нир Улиель Рай(?) / это () я //	65.789	68.47
S114-06	обходить ! водичку принести ?	159.422	161.244
S114-06	(э-э) / ну ничего / ничего / я тут *Н / лучше играть давайте //  # так а () а что / мне трудно / что ли ? @ принести / я ...	161.489	165.361
S114-06	*Ц я надавила / да ?	206.446	207.663
S114-06	я всегда говорю / если он снился / каков человек во сне ?	213.475	217.58100000000002
S114-06	снился ... как он ?	224.858	226.47
S114-06	это в каком же состоянии *В вы во сне / да ?	243.382	247.167
S114-06	почувствовали вот это состояние ? слава тебе / господи !	494.303	498.427
S114-06	*Ц понимаете ?	521.729	522.782
S114-06	понимаете ? и тогда звёзды ... и у вас в глазах должн... ну ну должны быть звёзды / *В потому что вы *В на () необычайно (б) прекрасное (э-э) состояние // @ угу //	562.173	573.622
S114-06	(э-э) где ноточки ?	604.132	605.657
S114-06	а что это вы в кусты ?	746.672	748.172
S114-06	а почему вы замедляете ?	834.898	836.226
S114-06	не замедлять / да ?	838.743	839.595
S114-06	только *В / спели ноту соль / а почему в кусты ?	887.663	890.817
S114-06	а задьбудьте про любовь / не (э-у) (э) не жди(:)те новой встречи ? @ угу //	941.851	946.935
S114-06	ка(:)к ?	982.456	984.348
S114-06	а почему вы опять стали с ... () опять с гирями ?	1030.892	1033.68
S114-06	да // # понимаете ?	1052.357	1053.441
S114-06	а быстрее ?	1069.505	1070.37
S114-06	мы же поём / любовь как ветерок / заменчива(?) *Н / мотивчик чуть-чуть ... @ да да // *П да да да да //	1089.204	1094.796
S114-06	по разгульной(?) *Н // # по вязкому болоту //	1106.202	1108.127
S114-06	не / почему / нет ?	1143.366	1144.231
S114-06	(э) *В миман(?) нет // # угу //	1144.433	1147.477
S114-06	я говорю / взятка ! взятку(?) да...	1261.144	1262.546
S114-06	вы понимаете / да / всё ?	1307.218	1308.761
S114-06	что у нас ещё ? или у нас время уже ...	1322.996	1325.651
S117-15	а когда ты (у-у) (э) назад ?	16.896	18.380
S117-15	необходимо(?) *П в Тверь //	18.968	20.087
S117-15	в понедельник // # у тебя какой билет / до куда / вообще / как ?	20.474	22.438
S117-15	это вот *Н ? # нельзя //	31.910	33.827
S117-15	здесь ?	42.864	43.399
S117-15	до чего наука дошла ! # а если телепортация ? @ угу //	45.826	48.773
S117-15	единственн... / единственное ! о чём я по... (а-а) сразу почувствовала и пожалела / вот этого вот *В такого уютного / тук тук тук тук / тук тук тук тук / тук тук тук тук ... # а вот этого нету / да ? # нету !	57.573	68.275
S117-15	вот я тоже говорю / да ? # нету / вообще / ни одного ! # а () а () а *Н ? # и за окно не интересно смотреть / наверное / сплошняком там это всё ? # интересно // # слива... там не сливается вообще всё *С ? @ нет // *П нет / наоборот / нет // *П как раз ...	68.312	78.358
S117-15	не(:) / не / не // # ну / это вечером если *Н ... # ну можно ж туда смотреть / далеко / тогда не сливается // # нет / если н(:)... не вдоль (э-э) этой самой линии смотреть / то там(:) ... # чего-то видно ?	78.358	86.511
S117-15	коне(:)чно / видно(?) // # да / конечно ! # то / что в даль / да ? ну а вблизи конечно / там просто / наверное/ мелькает / и начинает рябить *П в глазах // # нет / ну / вот скажем так / вот если ты едешь (э-э) / то противоположную (н) (э-э) / значит / с другой стороны платформа / там / конечно / прочитать () название станций невозможно // #  названий нет / это невозможно // # это невозможно / да //	86.511	101.019
S117-15	знаешь / какой Байкал красивы(:)й ?	119.314	121.562
S117-15	я пойду / его(?) посмотрю на телефон / думаю / может мне и с... () эти самые ребята звонили //	144.278	147.886
S117-15	а(:) / это (м-м) *Н ? # угу // # Ирочка% / вот это всё в холодильник отдавать *П будет ?	148.989	152.822
S117-15	а(:) эти(?) ?	158.215	158.68099999999998
S117-15	а они так и не позвонили / да ? *П не / ну они не позвонили с... () (э-э) это самое / первую диагональ(?) то пусть делают / да / *П вот / ну / по идее / вот / по идее *Н не занимаемся(?) //  # как (э-э) *Н ? # как с остальным вареньем ? нет / ну(:)жно / чтоб *Н // # *Н // # ну *П ну () я тоже рекомендую съесть / это рациональн... нет ? наверное // # сейчас вот / картошку //.	159.02	169.85
S117-15	и у нас (...) здесь эти два / по-моему(:) () где Таня% присматривает(?) //	183.588	187.145
S117-15	сразу / в одном месте // # очень существенно // # угу / конечно / пять раз в одно место(?) // *С *Н добавлено(?) / уже // *П *Н // # потому что (м-м) можно (э-э) уже (э-э) жёсткой диетой (э-э) можно это дело обуздать //	187.515	196.813
S117-15	а / а вот так случаи недалёкие // # но () но я не знала / что у вас (...) так уж(?) бывает / но на самом деле ... # *Н то же ! *С // # а ! ну так ... () а(:) / ну всё // # я я не могу себе *С у меня подагры нет // @ *Н // *П студентов много // *П нет / ну на самом деле / если по *Н / то есть *Н / на два не наши / ну конечно / *Н //	199.278	209.54
S117-15	всякие // # просто / да(:) / это ведь стараемся просто (у-у) ... #  *Н зелёный(?) / у тебя какой-то ?	216.457	218.941
S117-15	*Н современная(?) система // # продукты *П нельзя богатые *Н // # у меня аж целых три с половиной гига оперативной // # пропадает ?	220.487	225.404
S117-15	ну () ну / то / что на суставах // # ну ... # чего? # *Н у меня нет // я знаю / *Н // # оставил на меня *Н / понимаешь // # ну / понимаешь / это () это особые подагры / это / говоря(?) / заболевание известно очень давно // # там с (э-э) *Н(поспарацией) было три и восемь / по дням // # ну да / да //	225.527	233.49
S117-15	во(:)т / да / это определенные обменные нарушения / *П которые заключаются (э-э) в (э-э) изменении (э-э) в общем / вот с этой мочевой кислотой // *П значит / либо () она(:) производится в(:) () в большем количестве / либо она не выводится из организма / ну как вы вот такие два варианта // # ну там три шестьсот с чем-то / то есть *Н с этого ... # а так *Н / ты решил / да / это твоё(?) ? *П # это и есть ...  # что ? # если *Н / которой уже несколько лет расширения *Н (поргидрола?) узнаёт (...) коэффициент *П а что такое ? # ну / потом // # ок //	233.721	251.272
S117-15	во(:)т / и (и-и) очень правильный путь / это () просто жёсткая диета / определенный как бы режим / и (и-и) всё успококится(?) //	261.701	268.669
S117-15	паковать(?) / *П пока она ... # такие(?) забавные //	299.307	300.456
S117-15	то есть такие вот удивительные ... и то вот *В там есть (э-э) (м-м) забавный такой (э-э) / господи / диалог Франклина с подагрой *П говорю / Франклина // @ (э-э) не хочешь *Н ? маленькую такую / с *Н ?	340.8	350.047
S117-15	зачем тебе *Н ? # да нет / мне и так хорошо // # президент ! # так вот / подагра при... (э-э) *Н(была) / это я / подагра / значит // @ *Н хочешь ?	350.047	354.448
S117-15	ставили диагноз ? @ (э-э) ...	525.253	526.287
S117-15	понимаешь ?	792.035	792.881
S117-15	во... по... (э) () тем более / после Средневековья / когда уже *В (эм-м) ну / вот эти моральные вещи / когда вот эта вот продажа индульгенций / да вот ? была узаконена // @ *Н //	800.649	811.931
S117-15	да / собирайся / уже ... # слушай / Паша% / ты () (ы) меня / значит / отвозишь на машине ?	853.498	857.249
S117-15	это ты в этих штанах поедешь ?	914.096	915.531
S117-15	нет / сейчас то пойдёшь ?	919.021	920.078
S117-36	понимаешь(?) / (...) с(:)егодня я сейчас займусь *Н ... # (н-н) нет / я по... () я понимаю () всё это самое //	04.846	09.091
S117-36	а(:) те / кто против / попали в Селу(?) ||	14.002	15.744
S117-36	так что я ... () если тебе(?) *Н / поставить там ...	16.633	19.591
S117-36	я им ... # ты в Москве ?	27.128	27.750
S117-36	н... () да ?	28.056	28.622
S117-36	хотите думать ? ну (...) так (э-э) руками / будете головой //	53.800	57.344
S117-36	ну / вот ... # это у Артёма% на кафедре / что ли / да ? # ну не (н-н) не знаю () где / там ... # ну не важно //	84.999	89.498
S117-36	а / ну то есть ты там тоже ... # вот // я говорю / ну как ?	92.042	94.3
S117-36	я прикидываю (э-э) работ ... # сколько проверять ?	155.974	158.95
S117-36	а какой курс у них читается ?	175.617	177.703
S117-36	да ты что ?	185.58	186.339
S117-36	(э-э) что было (э-э) / пока они отдельно были ?	282.604	285.58
S117-36	что такое текст ?	285.58	286.843
S117-36	и как оно(:) () поменялось *В когда пришло в среду ?	287.403	291.01
S117-36	что было со звуком ?	298.062	299.317
S117-36	как они взаимодействуют ?	302.991	304.309
S117-36	этих же // @ *Н ?	347.367	348.041
S117-36	защищён // # (м-м) / а ?	393.967	394.805
S117-36	пошёл ?	460.65999999999997	461.145
S117-36	а что у вас то с театром делается / *Н ?	466.737	469.319
S117-36	душу / всю вынимает / когда они начинают что-то от меня () просить / чего-то хотеть(:) / что-то ... # и вот в тот момент / когда мне показалось / что я всё сделал / и(:) там всё з(:)... да... () даже сделал *В (м-м) эту самое (э-э) дам... (м-м) не дамп / а как это там ? @ и вот когда мне показалось ...	508.981	525.765
S117-36	(м-м) а ! Аппстор$ // @ ну то есть вообще *Н (классно?) //	649.46	652.784
S117-36	ну как ?	676.221	676.934
S117-36	что поделать ?	677.111	677.892
s130-13	кхм / да ?	03.179	03.792
s130-13	*Н сказать(?) / *Н ?	04.105	05.229
s130-13	второй ?	23.684	24.404
s130-13	вторая / нет ли ?	37.343	38.142
s130-13	там кто-то *Н / или *Н ?	39.916	41.711
s130-13	(м-м) когда ?	42.636	43.666
s130-13	а что ты была ? (э) ...	46.764	47.750
s130-13	да (у-у) долго рассказывать / *Н / до первого марта я (...) *Н / вторая часть(?) *Н / во(:)т // @ ну ладно //	47.750	56.731
s130-13	на третий(?) ?	62.166	62.649
s130-13	прооперировали его ?	85.904	86.94
s130-13	а зачем это ?	99.154	99.987
s130-13	*Н ?	124.932	510.19
s130-13	во(:)т // # *Н (вена?) порвалась //	142.76	143.907
s130-13	гноя не было ?	199.309	200.087
s130-13	*Н ? # а(:) / друзья / да(:) / у него такое () широкое общение //	221.45	227.036
s130-13	Ира% говорила тебе ?	245.602	246.612
s130-13	помогает ?	419.634	420.206
s130-13	я тогда откачала(?) *Н //	444.131	449.146
s130-13	*Н (печь? стоит?) //	453.231	454.136
s130-13	сначала *Н (графики? красите?) (...) ну / вот я про пульс читала () (э) я забыла сейчас ...	467.194	471.536
s130-13	*Н ! тогда(?) ...	471.993	473.487
s130-13	ходить с вот(?) аппаратом // # угу / угу / угу //	482.326	484.114
s130-13	когда *Н / когда(:) (...) ну / знаешь / *Н (...) *Н (парад?) / начинает сам *П *Н //	485.039	493.485
S130-28	а я вам рассказывала про эту самую историю м(:)оего *В (э-э) одногруппника / приятеля / из Казани то ?	00.893	07.540
S130-28	нет ?	08.837	09.252
S130-28	по(:) Янцзы / или что-то в этом духе *П вот // @ ну ну / ну ну ну / ну и ?/ ясно //	27.358	30.182
S130-28	 абсолютно ничего / так что спас-жилет бы не п...  (...) / я не знаю / был  у него спас-жилет или нет  / *В но(:)... ну в смысле может он у него улетел /  *П ну да /  *В (э) во(:)т и(:) (м-м) потом он понял что тут его никогда не найдут / потому что он  не виден // @ *С был конечно  / (?) *Н там же так долго / поэтому он и(:) зацепился //	128.486	142.228
S130-28	а группа вообще формировалась он то из казани / к... да(:) да(:) // Лавров который министр ?	157.95499999999998	162.274
S130-28	но это было десять лет назад а он там / двадцать или тридцать лет назад но во всяком случае / он потом пошёл / да(:) живой да(:)// @ (?) *Н угу угу / но ведь живой остался / мужик-то ?	162.274	170.121
S130-28	двадцать пять дней не ел / все погибли по моему все погибли //@ говорят / (э-э) группа его(:) вся погибла или нет ?	170.121	175.84199999999998
S130-28	сколько же там человек было / не знаешь ?	176.223	178.39600000000002
S130-28	(а) ты знаешь ну там было много так сказать преступлений в том смысле что должны были идти по четве... по четыре // @ (?) *Н примерно //	178.39600000000002	184.043
S130-28	а(:) пошли в результате по(:) два потому что не те катамараны взяли / ну детали да / ну(:) да(:) // @ ой это уже вот / ты знаешь всякая эта история всё это всё время / всё время всегда(:) /  так сказать эти самые // @ это уже детали это детали да(:) / (?) *Н вот ведь //	184.454	195.364
S130-28	поэтому ...  *П ну да да да / ну вот Ольга% да // @ всё время нарушают / всё время(:) (э) это всё то что нарушают / это(:) такое(?) //	196.07	202.419
S130-28n	а я вам рассказывала про эту самую историю м(:)оего *В (э-э) одногруппника / приятеля / из Казани то ?	00.893	07.540
S130-28n	нет ?	08.837	09.252
S130-28n	по(:) Янцзы / или что-то в этом духе *П вот // @ ну ну / ну ну ну / ну и ?/ ясно //	27.358	30.182
S130-28n	 абсолютно ничего / так что спас-жилет бы не п...  (...) / я не знаю / был  у него спас-жилет или нет  / *В но(:)... ну в смысле может он у него улетел /  *П ну да /  *В (э) во(:)т и(:) (м-м) потом он понял что тут его никогда не найдут / потому что он  не виден // @ *С был конечно  / (?) *Н там же так долго / поэтому он и(:) зацепился //	128.486	142.228
S130-28n	а группа вообще формировалась он то из казани / к... да(:) да(:) // Лавров который министр ?	157.95499999999998	162.274
S130-28n	но это было десять лет назад а он там / двадцать или тридцать лет назад но во всяком случае / он потом пошёл / да(:) живой да(:)// @ (?) *Н угу угу / но ведь живой остался / мужик-то ?	162.274	170.121
S130-28n	двадцать пять дней не ел / все погибли по моему все погибли //@ говорят / (э-э) группа его(:) вся погибла или нет ?	170.121	175.84199999999998
S130-28n	сколько же там человек было / не знаешь ?	176.223	178.39600000000002
S130-28n	(а) ты знаешь ну там было много так сказать преступлений в том смысле что должны были идти по четве... по четыре // @ (?) *Н примерно //	178.39600000000002	184.043
S130-28n	а(:) пошли в результате по(:) два потому что не те катамараны взяли / ну детали да / ну(:) да(:) // @ ой это уже вот / ты знаешь всякая эта история всё это всё время / всё время всегда(:) /  так сказать эти самые // @ это уже детали это детали да(:) / (?) *Н вот ведь //	184.454	195.364
S130-28n	поэтому ...  *П ну да да да / ну вот Ольга% да // @ всё время нарушают / всё время(:) (э) это всё то что нарушают / это(:) такое(?) //	196.07	202.419
s77-03	ну что ты / звезда моя ?	00.458	01.697
s77-03	ну () что то не отвечает(?) //	02.731	04.099
s77-03	что там / Татьяна_Александровна% ещё не приходила ?	13.581	14.992
s77-03	а ты в отпуск сейчас собираешься ?	82.82300000000001	84.211
s77-03	ты уезжаешь куда-то всё отсюда(?) ?	84.444	85.666
s77-03	а ?	86.048	520.555
s77-03	а потом ?	92.527	93.003
s77-03	когда идёшь работать ?	94.45400000000001	95.28399999999999
s77-03	универочно(?) //	95.816	96.576
s77-03	а в какой ты ?	102.434	103.00999999999999
s77-03	в каком ты университете ?	103.31	104.168
s77-03	СПбГУ$ заканчивала / ты где ?	106.036	107.594
s77-03	*Н вообще здесь (...) какая-то () с(:)алфетка  / или тряпка / чем мыть ?	120.715	124.255
s77-03	а где оно / оно вообще / его не вижу ?	126.926	128.513
s77-03	ну что / Вика% / всё удачно ?	138.718	139.9
s77-03	галочку поставила ? # галочку поставила / да // # молодец //	149.337	151.76
s77-03	а вы куда ?	157.428	157.905
s77-03	ну смотря с кого(?) //	158.198	159.115
s77-03	а чего это ? а что не у нас ?	159.734	161.094
s77-03	вы не звонили Татьяне% / нет ?	162.501	163.841
s77-03	*Н апрель(?) //	165.178	166.31799999999998
s77-03	мимо хона(?) //	169.622	170.33100000000002
s77-03	ну что ж / дашь ?	172.164	173.083
s77-03	Сашу% покормить // # я же не знала что ты придёшь *В я бы подготовилась // # при чём тут я ? Саша% / Саша% / Саша% //	195.108	199.204
s77-03	(м) нет / я исключительно *П всех *П должна покормить / тогда не... *В нет такого / да // # либо никого / да ? # либо никого(:) / либо только себя //	199.628	206.657
s77-03	ну где там моя любимая песня ?	212.52100000000002	214.018
s77-03	какая ?	214.018	214.53300000000002
s77-03	ой / как же она начинается ? # *Н ?	214.774	215.915
s77-03	а какая песня у тебя ?	220.162	221.061
s77-03	ну что ?	224.538	224.909
s77-03	ну где она ?	228.953	229.505
s77-03	Ли(:)з% / ты включаешь или нет ?	230.67000000000002	231.671
s77-03	ну ты / наверное / слышал ? же //	248.612	249.878
s77-03	дискотеку устрой(?) //	264.224	265.173
s77-03	сейчас *Н // # а что с кондиционером то ?	283.499	285.632
s77-03	надо позвонить / узнать / сколько стоит / заправка кондиционера / с *Н чипом(?) // @ *Н //	291.856	295.672
s77-03	это всегда вас(?) //	296.203	297.622
s77-03	где(:) / я понял ?	303.857	304.866
s77-03	она очень хорошо знаешь на что ?	306.288	307.587
s77-03	*Н на Форте(?) едет(?) //	315.614	316.78
s77-03	а сам(?) *Н //	321.319	322.35
s77-03	а со мной(?) ?	342.544	343.179
s77-03	курить ?	343.661	344.192
s77-03	чувак(?) тут *Н (булыжник? барыжник?) //	531.357	532.373
s77-03	чего / как тут(?) ?	533.309	534.077
s77-03	хм ?	548.251	548.523
s77-03	значит / сегодня (...) по идее / они должны были заехать сегодня в час / да ?	553.323	558.127
s77-03	ну мы же можем / сейчас / например / аннулировать (...) чек ?	562.899	566.155
s77-03	и как мы можем это сделать правильно ?	569.014	571.124
s77-03	а ты заявку не отправляла / да ?	581.667	583.232
s77-03	так / тогда надо в(:)от эту же тоже () предоплату(:) убирать отсюда / у меня из отчёта ? @ угу //	606.727	610.774
s77-03	что скажете(?) / аннулировать ... (и-э) возврат по кассе / делать ?	636.663	639.215
s77-03	там нужно это говорить / в чём причина ? там нужно ?	645.63	647.829
s77-03	бронь такую-то / ну ты бронь то номер помнишь ?	655.889	657.74
s77-03	запомнила на всю жизнь ?	658.922	660.003
s77-03	тут всё / рабочее(?) ... # меня ждут ?	711.0	712.395
s77-03	чего ?	718.07	718.4590000000001
s77-03	тебе тут говорила / что завтра зае... должн... должны заехать двое / да ?	742.948	746.469
s77-03	на одни сутки / да ? # подружки //	747.382	748.533
s77-03	а она(:) должна была оплатить первые сутки / да ?	754.31	756.804
s77-03	это уже ранний заезд был / тогда ? # нет / просто *Н оставили // @ *Н //	773.056	775.845
s77-03	ну ? # *Н спустила(?) / бегает / прыгает //	776.26	778.341
s77-03	а(:) здесь она ж (...) три тысячи стоит / а потом (...) (э-э) она сказала *В ой / ну у меня номер московский / подойдёт ?	789.459	796.141
s77-03	а она сама где проживает ?	817.591	819.229
s77-03	то есть / она для подружек сняла / а сама где-то ? # да / а сама ... и причём *П она побежала на сто пятый //	819.281	823.909
s77-03	я посмотрела / думаю / ну может у неё бронь есть на сто пятом ?	837.759	840.077
s77-03	в общем / она поехала / она уже *Х *Х съездила // # в общем / короче / питерская // # а если получится так / что завтра *П приедут эти люди ?	852.416	858.787
s77-03	я вот это боюсь(?) / да ... # у них чек //	859.218	861.122
s77-03	во(:)т я про что и говорю / что вот (...) вот это / что ?	861.325	864.259
s77-03	а визитница тогда где ?	874.165	875.523
s77-03	пф как я ? *П надо бронь ставить //	980.068	982.323
s77-03	для чего это всё / гос... ?	986.234	988.151
s77-03	вот я боюсь / вот как бы ошибки там(?) не было //	1019.164	1020.806
s77-03	*Н твою ? *Н // # аллё ! Алёнушка% !	1028.636	1031.159
s77-03	чтобы не сдали // ну ничего / я *Н // # ты то можешь говорить ? я(:) с тобой тут по(:)общаться / но () я не знаю / может / на мобильный тебе позвонить ? @ *Н // *П *Н / да ?	1031.203	1036.183
s77-03	*Н(при...) () прибавила(?) (м-м) много //	1041.703	1043.299
s77-03	ну / см... ну вот это / просто / никого у тебя там н(:)ет ?	1043.726	1045.841
s77-03	подождите(?) / я (...) сейчас попробую *Н и приду // # в шесть часов утра //	1053.022	1054.978
s77-03	две(?) тысячи *Н // # причём тут же (э) люди заезжают ранний заезд / составляют всё в одно () время *В оставляют значит / ну / сумки / и попросили в туалет / мама с дочкой //	1077.765	1086.638
s77-03	чтобы у тебя там попадает хотя бы на сумму этого чека / сколько там / Вика% ? # две пятьсот шесьдесят // # две пятьсот шестьдесят //	1120.451	1125.594
s77-03	чего там ?	1171.417	1171.984
s77-03	как будто вот эти пя... пять тысяч мне нарисовали перед глазами / понимаешь ?	1183.073	1186.312
s77-03	что это может быть / гипноз / всё / что угодно ?	1187.282	1189.358
s77-03	ну во(:)т / и(:) / это самое / и () понимаешь / получается / сейчас тоже решаем / говорит / а вдруг они(:) ... а если у неё чек на руках ?	1191.775	1197.611
s77-03	ты подтверждение ей давала / Вика% ?	1218.855	1220.22
s77-03	ну / подтверждение / какое / ну (э) какое это блять / только чек она н(:)а руках у неё ? # только чек / и всё // # только чек //	1221.302	1225.178
s77-03	что происходит ?	1230.047	1230.923
s77-03	она не знает ни адреса / ни телефона // # да ?	1232.04	1233.944
s77-03	ну подтверждение(?) же делает заявку (э-э) бронирования ? # *Н посмотри / записано ?	1234.392	1237.516
s77-03	вот / что у неё две подружки приезжают завтра(:) (а) / и вот эти подружки / будут жить (э-э) значит / на(:) трое суток / но(:) оплачивать будем только одни сутки / вот / а потом они будут они сами //  @ но сам факт / что *Н // *П а ты что сказала ? *П да я специально приехала на сутки раньше / чтобы забронировать номер // *П вот вообще *Н // @ вот //	1268.872	1280.908
s77-03	всё(:) Вика% оформляет как обычно / да ?	1285.224	1287.605
s77-03	*Н (поднурка?) пятьдесят три / тип номера / твин //	1297.478	1299.647
s77-03	что ?	1319.96	1320.211
s77-03	видишь / Алёна% заливается(?) //	1325.862	1327.114
s77-03	нет () ну так () ну где *Н //  # *Н дрыгался / у (...) у у тебя / у Насти% ?	1345.453	1350.242
s77-03	а у меня сегодня какой-то заезд есть / *Н придут(?) ?	1368.049	1369.981
s77-03	ну так и что вот нам делать ?	1375.852	1377.283
s77-03	по кассе ничего не делать / да ?	1382.091	1383.563
s77-03	не заметить / что я *Н ключ не взяла ?	1408.293	1410.125
s77-03	так что / будем ждать завтрашнего дня ?	1414.041	1416.002
s77-03	будем ждать завтрашнего дня / и что там пок... (а-а) приедут они на Фонтанку ?	1417.096	1420.468
s77-03	(э-э) (м) номер брони ?	1457.727	1459.607
s77-03	просто как быть / ты понимаешь / а вдруг они приедут ?	1483.237	1485.668
s77-03	там ещё есть / что делаешь ? # *Н //	1496.413	1498.1970000000001
s77-03	как она выглядела / Вика% ?	1529.331	1530.633
s77-03	прилично одета ?	1530.932	1531.808
s77-03	куда-то эту регистрацию надо ?	1610.087	1611.402
s77-03	(м) да / телефон то ва... чего там по телефону говорят / Вика% всё время / Саша% пытался набирать / и мальчишки все ?	1611.67	1616.336
s77-03	ничего там не это самое // # там ни гудков / ничего ? там вообще / да ? # *Н ... # номер не существует // # номер не существует //	1616.336	1621.157
s77-03	я же всех *Н // @ (н-н) сейчас(?) //	1643.634	1645.078
s77-03	так (...) вот / в том то и дело / что просто тут всё же это / ребята звонили / по этому номеру / потому что(?) все с разных телефонов / чтобы как-то / ну это ...	1649.978	1657.453
s77-03	так по... понимаешь / т... а как же / по кассе цек то пробитый / она ещё даёт ей сдачу / она пробивает две пятьсот шестьдесят *П и даёт ей сдачу / с как... ?	1691.395	1699.898
s77-03	ну ? # ну ? # с пяти шестьсот я даю сдачу ей //	1701.558	1703.605
s77-03	*Н ?	1706.667	1706.979
s77-03	*Н (кукисавица?) / да ?	1707.727	1708.567
s77-03	неужели кто-нибудь открыл(?) ?	1749.288	1750.806
s77-03	один *Н // # не ушёл ?	1755.873	1757.565
s77-03	пришёл с улицы / е... ва... есть свободные номера ?	1760.467	1762.43
s77-03	давай позвоню ?	1789.271	1790.176
S78-19	Оля% / а какая у вас / номер (э-э) номер аптеки / какой у вас будет ?	10.120	13.230
S78-19	то есть ... ну ладно / я сейчас *Н убегаю(?) //	34.860	36.838
S78-19	(а) (...) (а-а) слушай (э-э) Денис% / *В а какой номер аптеки это будет ?	99.238	104.67699999999999
S78-19	так я же () отправлял ?	109.404	110.47200000000001
S78-19	а (...) а(:) / т... там есть номера аптек / да ? ой / слушай / извини / пожалуйста / да да да / всё тогда / извини // @ да конечно / конечно //	111.249	116.636
S78-19	где хозяйка ?	148.039	148.815
S78-19	а ? # а что вы хотели ?	151.139	151.938
S78-19	она не хозяйка // она не хозяйка / да ?	152.046	153.486
